token	number	frequency
gauntlet	singular	5375
expedients	plural	6082
spinster	singular	4603
prospectors	plural	2184
sofas	plural	3156
exclamations	plural	10857
eunuch	singular	5807
privateers	plural	4791
grey	singular	158207
hatches	plural	4225
physiologist	singular	1837
inundation	singular	4584
interrogations	plural	1138
husk	singular	4570
acknowledgments	plural	4621
reverberation	singular	1422
silhouettes	plural	1316
unities	plural	1647
prodigy	singular	4612
woodcut	singular	3558
brocade	singular	5323
misrepresentations	plural	1987
indiscretion	singular	6804
rioting	singular	2709
buckles	plural	5339
accuser	singular	5277
beaks	plural	3862
cartilages	plural	1275
limes	plural	2796
regents	plural	2281
grasshopper	singular	6170
refuges	plural	1133
intimations	plural	2769
pulsations	plural	2067
infidel	singular	10932
boils	plural	6416
yearnings	plural	2954
embellishments	plural	2493
disputation	singular	3584
pickle	singular	8096
sitters	plural	1999
concertos	plural	1117
raspberries	plural	3404
stuffs	plural	8375
gasps	plural	4124
pranks	plural	6408
platitudes	plural	2294
staircases	plural	3247
ledgers	plural	1357
allegories	plural	2195
unionist	singular	3138
alternations	plural	2505
botanists	plural	3457
hors	plural	3627
frivolity	singular	4584
lepers	plural	3529
tubercles	plural	2393
giggle	singular	3378
diggers	plural	4110
discomforts	plural	3907
mariner	singular	11242
grub	singular	13722
eyeglasses	plural	1278
bulkhead	singular	2410
damsel	singular	19185
peddlers	plural	1450
invocations	plural	1562
babes	plural	9242
exaggerations	plural	2870
bungalows	plural	1326
autres	plural	3144
tribune	singular	15789
freaks	plural	3636
aspirant	singular	2529
shaker	singular	1577
dissensions	plural	6984
waxes	plural	1319
denizens	plural	4209
likenesses	plural	2845
commandos	plural	1187
bower	singular	17382
flake	singular	3235
connexions	plural	3212
rubbers	plural	1919
lockers	plural	1767
mouldings	plural	3659
haunches	plural	5708
halter	singular	6569
buns	plural	3066
suppositions	plural	2812
tugs	plural	2494
accompaniments	plural	4068
grunts	plural	2396
crusader	singular	2363
pelts	plural	1999
stragglers	plural	5360
cabs	plural	4102
bullock	singular	8943
husks	plural	3879
canto	singular	10041
undertaker	singular	4875
incantation	singular	2889
sakes	plural	8202
satires	plural	4999
ensign	singular	14363
branding	singular	2634
objectors	plural	1177
embankments	plural	2317
sham	singular	12319
mussel	singular	1862
canines	plural	1118
fief	singular	3135
aspirants	plural	2065
enthusiasms	plural	2305
deceptions	plural	2100
dragoons	plural	13087
reprisal	singular	2113
equinox	singular	2458
parlors	plural	3228
mangroves	plural	1460
aspen	singular	3770
greenhouses	plural	1079
dreamers	plural	2685
cask	singular	10546
sills	plural	2224
royalists	plural	8423
talisman	singular	5514
medallions	plural	2300
gentiles	plural	14503
aphorisms	plural	1878
kettles	plural	5982
patrician	singular	6629
fliers	plural	1036
toils	plural	12195
meteors	plural	3683
trapper	singular	10214
cubits	plural	6551
peddler	singular	4264
hindrances	plural	2678
pawns	plural	1654
courtesan	singular	2913
physiologists	plural	2136
mythologies	plural	1223
fide	singular	5032
axles	plural	1988
baptisms	plural	1646
cobwebs	plural	4631
berths	plural	3733
vanes	plural	1350
scorpions	plural	3435
heron	singular	9276
legation	singular	6221
bouquets	plural	4327
knapsack	singular	5492
curd	singular	3354
tombstones	plural	2826
falsehoods	plural	5078
platoons	plural	2358
doers	plural	4259
setter	singular	3054
repeater	singular	1134
shire	singular	6767
inspirations	plural	3414
pumpkins	plural	2891
mooring	singular	2048
balustrade	singular	5311
exactions	plural	4887
terrier	singular	8218
tumbler	singular	8497
clipping	singular	3358
burgesses	plural	7731
legate	singular	6387
parodies	plural	1186
removals	plural	1036
drummers	plural	1855
brewers	plural	2148
ravens	plural	5396
ladle	singular	3542
elves	plural	4377
loin	singular	4137
bounties	plural	4198
levees	plural	1583
earthworks	plural	3371
bards	plural	7081
tart	singular	4812
packers	plural	1476
firs	plural	7082
cockroach	singular	1698
steamboats	plural	4405
animosities	plural	2978
scrape	singular	16084
brewer	singular	7095
airship	singular	8633
raspberry	singular	4239
requisitions	plural	2990
chum	singular	18332
ruts	plural	3479
chimes	plural	4706
camper	singular	1022
impostor	singular	8424
crooks	plural	3745
placards	plural	2689
goldsmith	singular	18751
billet	singular	6579
meteor	singular	6135
giggles	plural	1139
polyp	singular	1046
emeralds	plural	5065
angler	singular	5467
tributary	singular	11317
feller	singular	21471
couriers	plural	3863
belles	plural	5269
barbarity	singular	5366
colonnade	singular	4023
wart	singular	2399
relapses	plural	1441
gash	singular	3970
ministrations	plural	4401
petticoats	plural	7396
jailer	singular	7091
searchers	plural	2595
boulevards	plural	4672
lotteries	plural	1472
woodcuts	plural	4865
candlesticks	plural	5023
foresters	plural	2950
fatigues	plural	6418
stairways	plural	1882
stoppages	plural	1127
heifers	plural	1185
peduncle	singular	1757
sighting	singular	2548
lures	plural	1830
roadways	plural	1589
cannibals	plural	4820
giraffe	singular	5887
shanty	singular	8538
wrestler	singular	2145
thoroughfares	plural	5075
canton	singular	13138
skiff	singular	8241
charger	singular	7280
civilisations	plural	1084
canopies	plural	2041
platters	plural	1930
perversions	plural	1360
clap	singular	11150
schoolboys	plural	3787
beacons	plural	2208
snort	singular	4684
indignities	plural	3087
pheasants	plural	5192
visitations	plural	2996
kennel	singular	6044
diversities	plural	2213
humiliations	plural	2201
pickers	plural	1404
lamentations	plural	9003
dropping	singular	43818
cedars	plural	7733
modulations	plural	1324
interludes	plural	1925
rescuers	plural	1802
knuckle	singular	2920
spares	plural	2385
scruple	singular	13676
rattles	plural	3023
ointments	plural	1518
monstrosity	singular	2034
accessions	plural	1715
felons	plural	2423
crags	plural	9151
wiles	plural	6315
alligators	plural	3444
hoards	plural	1702
shrimps	plural	2388
terns	plural	1101
cairn	singular	4432
burglars	plural	4724
practise	singular	24428
northerners	plural	1613
whalers	plural	2270
haunt	singular	17056
colliery	singular	1853
watcher	singular	5456
plows	plural	1712
mummies	plural	3093
taunts	plural	4136
mountaineers	plural	6464
conspirator	singular	3917
brigands	plural	6859
coughs	plural	2452
gratifications	plural	1483
cottonwood	singular	3742
premiss	singular	1067
petal	singular	3157
courtesies	plural	5128
informations	plural	1202
sprite	singular	4709
persecutors	plural	5219
crumb	singular	4354
frills	plural	2691
moraine	singular	2374
pallets	plural	1019
barbs	plural	1732
rescuer	singular	2287
grits	plural	1172
toasts	plural	3238
spurts	plural	1321
scavenger	singular	1375
barbers	plural	3002
forgeries	plural	2796
homeward	singular	25308
iniquities	plural	5216
garret	singular	13733
matrons	plural	5592
humours	plural	7271
buttress	singular	3005
armchairs	plural	1210
cabbages	plural	5363
pitfall	singular	1249
emanations	plural	2198
corset	singular	1761
stunts	plural	2097
gunboat	singular	5132
leeches	plural	3100
philanthropists	plural	2700
loyalist	singular	2108
excellency	singular	38481
alder	singular	5019
muffin	singular	2033
predilections	plural	1705
vats	plural	2187
eater	singular	7995
pulpits	plural	3550
conveyances	plural	2613
poplars	plural	5922
scoundrels	plural	7560
weasel	singular	7324
squall	singular	6904
recriminations	plural	1538
pinnacles	plural	5588
inquirer	singular	4616
tadpoles	plural	1670
zealots	plural	2110
pails	plural	4900
rebuff	singular	3405
foundries	plural	1448
shooters	plural	2667
petticoat	singular	10071
heralds	plural	7058
tapers	plural	6202
connoisseurs	plural	2473
snob	singular	2709
scabbard	singular	5931
snatches	plural	6153
prefaces	plural	2155
corruptions	plural	4060
portent	singular	2591
insurrections	plural	3211
pursuer	singular	5322
cinders	plural	5411
hermits	plural	3659
maples	plural	4166
talons	plural	4190
successions	plural	1134
isles	plural	21783
brat	singular	3378
commonplaces	plural	3516
orations	plural	4187
rainbows	plural	2312
comforter	singular	5738
boxers	plural	1570
hesitations	plural	1137
mints	plural	1199
digressions	plural	1383
oddities	plural	2092
reunions	plural	1103
epigrams	plural	5026
throngs	plural	4059
remonstrance	singular	12497
ploughs	plural	3237
sunsets	plural	3151
emigrant	singular	6523
patricians	plural	4111
billets	plural	4409
executioners	plural	3881
stenographer	singular	3482
schooners	plural	3931
stares	plural	4293
tassels	plural	4008
festivity	singular	5358
heifer	singular	3475
decays	plural	1655
minstrels	plural	6052
indentations	plural	1445
stile	singular	7670
solicitations	plural	3375
cocoons	plural	2369
sentinels	plural	10685
searcher	singular	1740
tramps	plural	6785
wanderers	plural	6128
slipper	singular	6615
compasses	plural	3351
moraines	plural	1801
palisade	singular	3913
cloisters	plural	7219
woodpecker	singular	6676
objector	singular	1262
participles	plural	1761
demagogues	plural	2525
tes	plural	7668
splashes	plural	2668
susceptibilities	plural	2241
radish	singular	2265
moulding	singular	6635
pounders	plural	4780
goers	plural	1703
wrinkle	singular	4113
shoal	singular	7538
carver	singular	7231
ciphers	plural	1470
gendarmes	plural	4231
provocations	plural	1448
hillock	singular	5073
snarl	singular	5922
barristers	plural	2222
embraces	plural	13360
flecks	plural	1443
misdemeanors	plural	1432
quack	singular	6386
anniversaries	plural	1375
spec	singular	2533
hoes	plural	1671
jumpers	plural	1165
vanities	plural	6276
panics	plural	1077
combines	plural	5916
prongs	plural	1641
pageants	plural	2683
gondola	singular	4411
originators	plural	1116
bon	singular	17808
surround	singular	18189
forester	singular	9385
candlestick	singular	5736
congratulation	singular	5762
griefs	plural	8665
combatant	singular	2686
billows	plural	11944
wrestlers	plural	1454
declamation	singular	3985
contrivances	plural	6589
aviator	singular	4075
glade	singular	8874
demerits	plural	1979
drones	plural	2323
waggon	singular	13392
sows	plural	2499
felon	singular	4747
bazaars	plural	3147
purveyors	plural	1117
harpoon	singular	4044
calumny	singular	7114
statuette	singular	1801
shivers	plural	3283
clam	singular	5137
oppressions	plural	2808
hulk	singular	3850
archer	singular	14397
howls	plural	5223
barrack	singular	6376
parasol	singular	6301
partridge	singular	11961
fiefs	plural	2214
materialists	plural	1288
mourner	singular	4156
deserter	singular	4752
tenures	plural	1247
alchemists	plural	1816
nuisances	plural	1774
seaports	plural	2145
gourds	plural	2102
benefices	plural	3464
wench	singular	9702
blotches	plural	2420
pal	singular	15359
bonfires	plural	4173
recitations	plural	3070
carbine	singular	3617
barrows	plural	4252
plantain	singular	3675
manures	plural	2921
archbishops	plural	4836
royalist	singular	8399
actualities	plural	1006
herons	plural	2727
surmise	singular	9064
gazelle	singular	3444
trumpeter	singular	3485
intricacy	singular	1749
aggressions	plural	2437
evolutions	plural	4344
rafter	singular	1514
prank	singular	2313
treads	plural	3519
snowflakes	plural	1976
effigies	plural	4063
fife	singular	6548
acclamation	singular	3306
scalps	plural	5245
prunes	plural	3165
roman	singular	226212
chimera	singular	2206
syllogisms	plural	1118
brooms	plural	2755
peck	singular	11687
flourishing	singular	19902
playmate	singular	4744
skunk	singular	6146
squires	plural	6758
trams	plural	1310
chamberlain	singular	21115
entreaty	singular	10203
autographs	plural	2097
portents	plural	1997
penguin	singular	1799
viper	singular	4896
mandarin	singular	4710
waggons	plural	10790
liturgies	plural	1032
storehouses	plural	2951
watercourses	plural	1909
schoolmates	plural	2151
farmhouses	plural	2526
repeaters	plural	1556
bonnets	plural	6942
doublets	plural	1317
seance	singular	2163
waists	plural	4012
perches	plural	2405
escapades	plural	1586
spars	plural	7823
smiths	plural	4449
grubs	plural	3275
schoolmasters	plural	2862
stretchers	plural	2242
copyist	singular	2145
peacocks	plural	3663
leech	singular	9414
loafers	plural	2582
hammocks	plural	3818
aces	plural	1790
breweries	plural	1127
trestle	singular	2456
rifts	plural	1753
searchlight	singular	3761
hyena	singular	2878
rivet	singular	3231
roars	plural	6104
goldsmiths	plural	2675
kerchief	singular	5362
rationalists	plural	1050
perplexities	plural	5349
finches	plural	1514
flourishes	plural	5456
sureties	plural	1648
sprig	singular	4277
rivulets	plural	3869
cornfield	singular	2961
salamanders	plural	1069
westerners	plural	1023
leeks	plural	1516
watercourse	singular	2417
reverberations	plural	1229
liqueur	singular	2248
impositions	plural	2299
tillers	plural	1230
jockeys	plural	1441
minions	plural	2212
captor	singular	4647
undulations	plural	4193
demagogue	singular	2569
illuminations	plural	3322
bailiffs	plural	3678
mazes	plural	3375
spar	singular	7786
revolutionists	plural	5226
barnacles	plural	1680
dungeons	plural	5467
apologist	singular	1312
trawlers	plural	1039
pedigrees	plural	1667
shrouds	plural	4833
conceits	plural	3652
radishes	plural	2601
badger	singular	9837
commoner	singular	5228
privateer	singular	5510
dimes	plural	1049
cog	singular	2348
erections	plural	1163
sounding	singular	27027
flints	plural	4370
anemones	plural	2648
grins	plural	2407
bulwarks	plural	7935
treasuries	plural	1653
thistle	singular	7248
enamels	plural	1520
fiddler	singular	5511
skate	singular	4424
salamander	singular	2673
potions	plural	1150
carvers	plural	1140
fume	singular	2388
pretender	singular	7523
lama	singular	5912
geraniums	plural	3401
fides	plural	1805
brooches	plural	1922
steamships	plural	2066
shoemakers	plural	2300
remembrances	plural	4661
currants	plural	5850
thongs	plural	4426
prong	singular	1364
aviators	plural	3138
garter	singular	7717
wicket	singular	7954
thong	singular	4283
evasions	plural	1749
humming	singular	17697
enlargements	plural	1090
interpolations	plural	1385
agitations	plural	2373
howitzers	plural	3120
statuettes	plural	1782
triviality	singular	1174
snaps	plural	2664
tribunes	plural	5245
alchemist	singular	2013
stews	plural	1580
femme	singular	4197
beater	singular	2063
chisels	plural	1931
pensioner	singular	2584
flounder	singular	2494
tortoises	plural	1965
dressmaker	singular	4609
emendation	singular	1424
digger	singular	4351
muses	plural	10219
climes	plural	4358
beatitude	singular	2521
pontoon	singular	2627
insinuations	plural	3818
snowball	singular	3419
capers	plural	3670
placard	singular	3349
recrimination	singular	1287
lick	singular	12603
portage	singular	7206
picker	singular	1305
poachers	plural	2378
cor	singular	27265
prospector	singular	3176
farthing	singular	10175
hostesses	plural	1126
anatomist	singular	2007
nunnery	singular	4845
bamboos	plural	3406
bookcases	plural	1900
mars	plural	32927
expence	singular	4293
artichokes	plural	1643
lug	singular	3551
ferret	singular	4213
basses	plural	1306
entrenchment	singular	1112
austerities	plural	2177
aqueducts	plural	2208
druggist	singular	3719
courtesans	plural	1311
talkers	plural	2538
savants	plural	2307
pineapples	plural	1336
misses	plural	11086
consolations	plural	4622
synods	plural	2584
creepers	plural	5259
goblets	plural	2951
plaything	singular	4455
stratagems	plural	2879
dedications	plural	1018
pikes	plural	6217
racer	singular	2687
grocers	plural	2423
brotherhoods	plural	1043
shins	plural	2780
boars	plural	3024
colonist	singular	2440
setters	plural	1085
cornices	plural	2334
creoles	plural	1941
inquisitors	plural	5981
carte	singular	4142
sunflowers	plural	1594
deliverer	singular	6597
javelin	singular	4163
recreations	plural	3341
retorts	plural	2903
cattlemen	plural	1171
insinuation	singular	3847
suppers	plural	5213
snag	singular	1554
frailties	plural	2091
exigency	singular	2545
abominations	plural	4788
embarrassments	plural	4981
countenances	plural	10103
rigours	plural	1086
falcons	plural	2055
stork	singular	5361
scrapes	plural	3160
dimples	plural	3897
cavalrymen	plural	1549
chutes	plural	1003
pontiff	singular	8479
combats	plural	5772
fling	singular	19859
funnels	plural	2388
raisin	singular	2940
creeper	singular	3748
turbans	plural	2728
extravagances	plural	3906
eighths	plural	3045
piper	singular	11616
cacique	singular	4204
runes	plural	1704
paroxysm	singular	6166
pretenses	plural	1088
imitator	singular	2300
mandarins	plural	2174
snags	plural	1271
peal	singular	10743
wrappings	plural	2613
discontents	plural	1987
packer	singular	1704
thistles	plural	4131
specs	plural	1230
flier	singular	1525
precipices	plural	8242
carnations	plural	2314
revels	plural	6319
millers	plural	1693
duets	plural	1500
guerillas	plural	1485
dames	plural	9119
carols	plural	2078
inheritances	plural	1087
phys	plural	2265
cranks	plural	2291
squatter	singular	4113
microbe	singular	1298
hyenas	plural	1864
priestesses	plural	1883
presentiment	singular	7268
fiends	plural	7213
warbler	singular	6803
stallions	plural	1163
personifications	plural	1162
sluice	singular	2848
laments	plural	3311
purveyor	singular	1793
rattlesnakes	plural	1757
homme	singular	4499
dictate	singular	10387
mountaineer	singular	5271
racers	plural	1472
hovels	plural	3177
collieries	plural	1099
bladders	plural	1857
cottons	plural	1677
wattle	singular	1760
hovel	singular	4806
fisher	singular	23053
condiments	plural	1303
gladiators	plural	3383
hoppers	plural	1003
prodigies	plural	4014
chrysanthemums	plural	1903
hawkers	plural	1108
gravestone	singular	1408
prominences	plural	1237
baffle	singular	4137
pimples	plural	1186
raider	singular	1659
gossips	plural	4833
cramp	singular	4337
pagan	singular	27277
padre	singular	12595
tormentors	plural	3117
searchlights	plural	1756
goblins	plural	3207
trill	singular	2000
indiscretions	plural	1657
gleams	plural	10552
sweeper	singular	2354
sabre	singular	8740
casement	singular	8021
incongruities	plural	1282
pancake	singular	1863
entails	plural	2855
intimacies	plural	1565
cornfields	plural	2698
lamas	plural	2501
grinders	plural	1866
archangel	singular	5715
teacup	singular	2027
mendicant	singular	4556
depart	singular	50610
warblers	plural	2597
lodgers	plural	3971
catchers	plural	1603
reveries	plural	3851
morsels	plural	3271
flashing	singular	31554
grudges	plural	1282
sips	plural	1495
headlands	plural	3167
annoyances	plural	4525
discoverers	plural	2875
playthings	plural	3627
dignitary	singular	2847
tarts	plural	3296
sphinx	singular	7977
trawler	singular	1113
cinder	singular	3349
harangue	singular	5788
annas	plural	2206
blazes	plural	4728
boa	singular	2749
distresses	plural	5753
significations	plural	1131
cranberries	plural	1399
charlatan	singular	2167
lath	singular	2580
lighthouses	plural	1837
messes	plural	2144
decanter	singular	3647
verities	plural	1474
boarder	singular	3479
clove	singular	4951
floes	plural	2388
preserver	singular	4837
hamper	singular	5522
minnows	plural	1708
sieges	plural	3562
utensil	singular	1723
tramway	singular	2029
birches	plural	3560
voyagers	plural	4630
remonstrances	plural	8302
mannerism	singular	1361
razors	plural	1997
striker	singular	2018
smuggler	singular	4494
peons	plural	1974
trumps	plural	3386
chink	singular	5192
lugs	plural	1064
coon	singular	8006
sledges	plural	5920
adornments	plural	2194
trespasses	plural	2370
robins	plural	5665
historiques	plural	1010
clods	plural	2681
persecutor	singular	3526
dispensations	plural	2829
patties	plural	1077
voles	plural	1191
footpaths	plural	1050
chime	singular	4975
ruffles	plural	4123
libation	singular	2045
belle	singular	34004
dupe	singular	5110
rosette	singular	3180
philologist	singular	1835
cantos	plural	1814
brahman	singular	12453
beaters	plural	2231
proprieties	plural	3136
lilacs	plural	2928
skein	singular	2476
finders	plural	1035
gravestones	plural	1270
complexions	plural	3192
dons	plural	2710
junks	plural	2945
excitements	plural	3349
pretences	plural	4360
sweethearts	plural	3799
metaphysician	singular	1542
engravers	plural	2799
plantains	plural	2427
cranberry	singular	2425
paroxysms	plural	3135
sickle	singular	4782
manes	plural	4590
sedge	singular	2626
satyr	singular	3256
rages	plural	3590
anemone	singular	2614
cribs	plural	1207
idlers	plural	4881
consonant	singular	5519
dimple	singular	4254
hauls	plural	1001
lodger	singular	5370
fawn	singular	10507
mantles	plural	4170
baffles	plural	1408
noodle	singular	1038
sweepers	plural	1491
clasps	plural	4429
inquisitor	singular	6707
ceases	plural	17387
barb	singular	3650
encampments	plural	1916
cabal	singular	2519
partridges	plural	6567
streamer	singular	1093
raptures	plural	5109
tadpole	singular	1929
bobbin	singular	2264
tomahawk	singular	6222
manufactory	singular	5120
escapade	singular	3061
guerilla	singular	2296
scallop	singular	1858
galleon	singular	3594
supplications	plural	3688
coppers	plural	3437
antler	singular	1135
spaniel	singular	4365
deceiver	singular	2987
hillocks	plural	3760
salutations	plural	4940
geranium	singular	3452
crag	singular	9669
floe	singular	3653
rakes	plural	2268
blackbirds	plural	3203
undertakers	plural	1666
charlatans	plural	1122
importations	plural	2175
colonnades	plural	2023
friezes	plural	1123
quacks	plural	2026
dupes	plural	2967
dignities	plural	5261
bulkheads	plural	1224
eulogies	plural	1786
artistes	plural	1173
gnats	plural	3076
tusk	singular	2279
copse	singular	6421
taunt	singular	5991
carnation	singular	2528
earthwork	singular	1716
caprices	plural	5234
halts	plural	3445
rhododendrons	plural	1682
emir	singular	5155
tyrannies	plural	1550
grammes	plural	2594
slaveholder	singular	2165
troubadours	plural	2080
housekeepers	plural	2411
caliphs	plural	1617
pelt	singular	3448
warder	singular	4924
gatherer	singular	2465
tumblers	plural	3313
clime	singular	7096
brahmin	singular	3452
ablutions	plural	2754
shipwrecks	plural	1237
chimeras	plural	1463
brushing	singular	9023
suffers	plural	15446
protuberance	singular	1744
confessors	plural	2546
vipers	plural	2223
emendations	plural	1342
tassel	singular	3112
carol	singular	9268
federalist	singular	3340
shanties	plural	1967
shipmates	plural	3590
tinker	singular	7754
graveyards	plural	1018
inquirers	plural	2597
potentates	plural	3127
jeweller	singular	5202
thunders	plural	7232
consorts	plural	1936
slumbers	plural	8722
teamsters	plural	2096
porpoises	plural	1719
lordships	plural	6678
slavers	plural	1355
poultice	singular	2465
woodpeckers	plural	2207
spools	plural	1220
dissenter	singular	1444
avocation	singular	1541
cairns	plural	3094
masques	plural	1298
damsels	plural	6861
oblation	singular	2178
howling	singular	19944
kindnesses	plural	3099
femmes	plural	2000
loon	singular	3525
shakers	plural	1036
acrobats	plural	1028
partes	plural	2040
cogs	plural	1036
sprout	singular	3492
banister	singular	1333
cradles	plural	2540
mowers	plural	1054
penitent	singular	11785
curds	plural	1890
physic	singular	7961
caciques	plural	1323
desertions	plural	1228
warders	plural	2586
ringer	singular	1425
penitents	plural	2768
brawls	plural	1423
vole	singular	1244
alkaloid	singular	1475
sapphire	singular	6195
dram	singular	5678
troll	singular	3003
parapets	plural	2722
footstep	singular	7412
ringleaders	plural	1997
fastness	singular	1916
defile	singular	8886
rivulet	singular	6096
girdles	plural	2856
disputations	plural	1757
watt	singular	8951
salutes	plural	4111
squalls	plural	3642
reaper	singular	3571
howitzer	singular	2502
surrenders	plural	2864
idolaters	plural	3397
clogs	plural	1954
cypresses	plural	3198
benefice	singular	2692
seances	plural	1043
skewers	plural	1053
clod	singular	3665
ratifications	plural	1075
millstone	singular	2731
caskets	plural	1513
copyists	plural	1530
totems	plural	1945
dressers	plural	1446
inclines	plural	4647
kennels	plural	2399
labyrinths	plural	1827
treasurers	plural	1109
petiole	singular	1641
forges	plural	2317
trivialities	plural	1603
kiva	singular	1853
carcase	singular	4366
presbyters	plural	1657
hyacinth	singular	5311
tepee	singular	2102
ferrets	plural	1026
artifices	plural	3561
glades	plural	4601
guardsmen	plural	1528
chasms	plural	3467
avenger	singular	4552
frocks	plural	6067
buccaneers	plural	4566
slanders	plural	2786
shires	plural	2416
menaces	plural	4355
chrysanthemum	singular	1394
libations	plural	2616
skippers	plural	1590
vigils	plural	2684
corsets	plural	1395
plaint	singular	2616
minnow	singular	1548
sapphires	plural	2521
luncheons	plural	1453
potentate	singular	3759
licks	plural	2328
cottonwoods	plural	1789
rhododendron	singular	1967
bricklayer	singular	1430
farces	plural	1746
padres	plural	1336
carbines	plural	2414
galleons	plural	2651
turnip	singular	6038
chases	plural	2013
creeps	plural	6200
cherub	singular	4050
brasses	plural	2703
petioles	plural	2290
ditty	singular	3832
ruff	singular	4473
colts	plural	3529
excellences	plural	2933
scones	plural	1023
mesas	plural	1004
endearment	singular	2080
pretenders	plural	2290
wardrobes	plural	1534
suffice	singular	32794
partakers	plural	3254
workhouses	plural	1626
grandees	plural	3362
burgher	singular	4086
burrs	plural	1233
fens	plural	2724
crudity	singular	1068
shanks	plural	2698
grimaces	plural	2652
shrugs	plural	1416
sprites	plural	1891
giraffes	plural	1226
catholic	singular	113368
peals	plural	4942
verity	singular	4476
metaphysicians	plural	1511
greyhound	singular	5110
worshiper	singular	1239
tormentor	singular	3304
parishioner	singular	1355
whaler	singular	3115
enigmas	plural	1605
pag	singular	2252
impossibilities	plural	2897
entrenchments	plural	3453
superfluity	singular	2933
sedges	plural	1659
skunks	plural	1441
burr	singular	15960
grates	plural	1928
billings	plural	4757
tern	singular	1814
philologists	plural	1518
chums	plural	13595
manufactories	plural	3681
interjections	plural	1083
appellations	plural	1932
corns	plural	2386
aspersions	plural	1349
goblin	singular	4865
cannibal	singular	4094
crannies	plural	1518
parsons	plural	11958
rodent	singular	1305
fang	singular	3558
penances	plural	3145
entail	singular	5625
bricklayers	plural	1191
nicety	singular	4580
discords	plural	2885
lozenges	plural	1836
facsimiles	plural	1293
blackbird	singular	6623
passer	singular	6469
rarities	plural	2050
autre	singular	2221
sicknesses	plural	1058
enfants	plural	1402
winks	plural	2837
inductions	plural	1042
canary	singular	9796
savant	singular	2433
pampas	plural	3219
juggler	singular	3122
papists	plural	7056
transgressors	plural	1684
elf	singular	5717
handicraft	singular	2531
rover	singular	12298
chuckles	plural	1404
darlings	plural	3386
centaur	singular	2581
spiritualist	singular	1350
arabesques	plural	2144
spinsters	plural	1382
chronometer	singular	2563
satyrs	plural	2588
zealot	singular	1261
storks	plural	2338
vicars	plural	2147
obscurities	plural	1089
tentacle	singular	1050
legates	plural	1909
spouts	plural	2218
hoarding	singular	2100
palates	plural	1379
globule	singular	1019
gendarme	singular	2631
derives	plural	8540
palisades	plural	4216
seductions	plural	1486
pygmy	singular	1431
icicles	plural	2592
interjection	singular	1215
encomium	singular	1545
strays	plural	2175
talismans	plural	1235
bristle	singular	3238
alcalde	singular	4332
exaction	singular	1682
anatomists	plural	1349
gladiator	singular	2581
presbyter	singular	2220
trills	plural	1303
cavaliers	plural	9311
misdemeanor	singular	1904
diplomatist	singular	4898
stave	singular	3448
weathers	plural	2225
imputations	plural	1755
innkeepers	plural	1098
platitude	singular	1397
governesses	plural	2076
gunwale	singular	5407
premonitions	plural	1045
blushes	plural	6861
testaments	plural	3382
sneers	plural	4036
pistil	singular	2301
flues	plural	2005
spectres	plural	3794
augury	singular	2855
pounder	singular	5870
muzzles	plural	2901
bridles	plural	3347
calumnies	plural	3946
peon	singular	1565
hommes	plural	2518
airships	plural	2234
dugouts	plural	1660
suppliant	singular	4721
miscreants	plural	2467
cantonment	singular	1847
protuberances	plural	1163
malefactors	plural	2819
troubadour	singular	2149
proselytes	plural	2317
southerner	singular	3036
splendors	plural	3645
badgers	plural	1257
intonations	plural	1043
indentures	plural	1205
canaries	plural	3620
hulks	plural	1934
stenographers	plural	1041
splendours	plural	3280
essayists	plural	1141
jugglers	plural	2228
pinions	plural	4483
aristocracies	plural	1024
geyser	singular	2430
jailers	plural	1572
leathers	plural	1822
dandelions	plural	1449
john	singular	777969
herder	singular	3278
mendicants	plural	2050
cherubs	plural	1875
steeples	plural	2796
ringers	plural	1040
disquisition	singular	2125
rooks	plural	4713
enmities	plural	1613
garters	plural	2377
breastworks	plural	3263
inflammations	plural	1192
chansons	plural	1339
bowers	plural	8262
finch	singular	5918
colliers	plural	1976
chinks	plural	3757
stigmas	plural	1562
monstrosities	plural	1822
volitions	plural	1718
liqueurs	plural	1544
libels	plural	2240
embroideries	plural	2345
censures	plural	3883
soule	singular	5170
earner	singular	1084
federalists	plural	3601
tulip	singular	4570
draper	singular	7000
sharers	plural	1126
bellow	singular	3807
equinoxes	plural	1041
rubs	plural	3004
ves	plural	1548
oblations	plural	1585
brahmins	plural	2381
hornet	singular	3260
preludes	plural	1300
adders	plural	1095
fawns	plural	1824
snowflake	singular	1148
tars	plural	2110
rimes	plural	1030
demerit	singular	1461
artificers	plural	3985
snobs	plural	1454
freights	plural	1675
avocations	plural	3333
lancet	singular	4737
buddhas	plural	1357
ming	singular	3002
impostors	plural	3067
churchwardens	plural	2341
imprecations	plural	3974
scions	plural	2052
alters	plural	3421
silkworms	plural	1045
reapers	plural	3555
trumpeters	plural	1791
arabesque	singular	1456
bagpipes	plural	1774
cormorants	plural	1435
plasters	plural	1446
hornets	plural	2422
pygmies	plural	1555
pebble	singular	6816
rambles	plural	5664
caper	singular	3443
burro	singular	1923
gazelles	plural	1248
vexations	plural	3091
shekels	plural	2137
drips	plural	1070
brats	plural	1625
ministration	singular	2177
gnome	singular	2360
sunbeams	plural	6863
bounding	singular	12561
gnat	singular	3042
frill	singular	2281
skewer	singular	1681
exhalations	plural	2452
cupolas	plural	1718
